	RBM47	RBM5	SRSF10	SRSF1	SRSF3	SRSF7	SRSF9	ELAVL1	PTBP1PTBP2	RBFOX2	RBM10	RBM15	RBM22	RBM27
Ap1b1_4_e1	0	1	1	2	0	1	1	0	0	1	0	1	1	1
Ap1b1_4_e2	0	0	0	1	1	1	1	0	0	2	0	1	0	0
Ap1b1_4_se	0	1	1	1	1	1	1	0	0	1	0	0	1	0
Ap2a1_2_e1	0	1	0	0	1	1	1	0	1	1	1	0	3	1
Ap2a1_2_e2	0	1	0	1	2	0	0	0	3	2	0	1	3	1
Ap2a1_2_se	0	3	0	1	2	0	0	0	2	4	0	2	2	2
Ap2b1_6_e1	0	0	1	1	0	0	0	0	0	2	1	0	1	1
Ap2b1_6_e2	1	0	1	1	1	0	0	1	0	0	0	0	0	0
Ap2b1_6_se	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Ap5s1_1_e1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ap5s1_1_e2	0	0	2	1	2	1	1	0	0	0	1	0	0	0
Ap5s1_1_se	0	2	0	0	4	0	0	0	1	2	0	0	3	0
Apba1_1_e1	0	0	0	1	3	1	0	0	0	0	0	0	1	0
Apba1_1_e2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Apba1_1_se	0	0	1	1	0	0	0	0	1	0	0	0	0	0
Apba2_8_e1	0	2	0	2	3	1	1	0	0	2	1	0	1	0
Apba2_8_e2	0	0	0	0	0	0	0	0	1	1	0	0	0	0
Apba2_8_se	0	0	0	1	1	1	0	0	0	1	0	0	0	1
Apbb1_3_e1	0	1	0	0	1	0	0	0	0	1	0	0	2	1
Apbb1_3_e2	0	1	0	0	2	0	0	0	0	1	0	1	1	1
Apbb1_3_se	0	0	0	0	2	1	1	0	2	0	0	0	0	0
Apbb1_5_e1	0	1	1	1	2	0	1	0	0	1	0	0	1	1
Apbb1_5_e2	0	1	0	0	1	0	0	0	0	1	0	2	1	2
Apbb1_5_se	0	2	0	0	2	0	0	0	0	2	0	0	3	2
Apbb2_2_e1	0	0	0	0	1	0	0	0	1	0	0	0	1	0
Apbb2_2_e2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Apbb2_2_se	2	0	0	0	2	0	0	2	1	1	1	0	0	0
Apbb2_8_e1	1	0	0	0	1	0	0	1	1	0	1	0	1	0
Apbb2_8_e2	0	2	0	2	0	0	1	0	0	2	0	2	2	3
Apbb2_8_se	0	0	0	0	3	0	0	0	2	2	0	0	2	0
Apc_4_e1	0	0	0	0	1	1	1	0	2	0	0	0	0	0
Apc_4_e2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Apc_4_se	1	0	0	0	0	1	0	1	0	0	0	0	1	0
Apeh_4_e1	0	1	0	0	1	0	0	0	0	1	0	1	1	1
Apeh_4_e2	0	2	0	0	2	0	0	0	0	2	0	3	2	2
Apeh_4_se	0	1	1	1	2	0	0	0	1	0	0	1	2	1
Apip_1_e1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Apip_1_e2	1	0	0	0	0	0	0	1	0	0	1	0	0	0
Apip_1_se	1	0	0	0	0	0	0	1	0	0	1	0	0	0
Aplp2_2_e1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Aplp2_2_e2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aplp2_2_se	0	1	0	1	4	1	0	0	1	2	0	2	4	2
Aplp2_3_e1	0	1	1	0	1	0	0	0	0	0	0	1	1	0
Aplp2_3_e2	0	0	0	1	2	1	1	0	0	2	1	0	1	1
Aplp2_3_se	2	0	0	0	0	1	1	2	1	0	2	0	0	0
Apmap_2_e1	1	0	0	0	0	1	1	1	1	0	0	0	0	0
Apmap_2_e2	0	1	1	0	2	0	0	0	0	1	0	0	2	1
Apmap_2_se	2	1	0	0	1	0	0	1	1	1	1	0	1	0
Arfgap1_2_e1	0	2	0	1	0	0	0	0	0	2	0	2	2	2
Arfgap1_2_e2	1	0	2	0	0	1	1	0	1	0	0	0	0	0
Arfgap1_2_se	0	3	3	2	2	0	3	0	0	1	0	2	5	1
Arfgap1_5_e1	0	2	0	1	0	0	0	0	0	2	0	2	2	2
Arfgap1_5_e2	1	0	2	0	0	1	1	0	1	0	0	0	0	0
Arfgap1_5_se	0	3	4	2	2	0	3	0	0	3	0	2	7	3
Arfgap1_7_e1	0	0	0	0	1	0	0	2	1	0	0	0	0	0
Arfgap1_7_e2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arfgap1_7_se	0	0	0	0	1	0	0	0	0	1	0	0	0	0
Arfip2_nmdSE_1_e1	0	0	0	0	2	0	0	0	0	2	0	0	1	0
Arfip2_nmdSE_1_e2	0	1	0	1	0	0	0	0	0	1	0	1	2	1
Arfip2_nmdSE_1_se	0	1	1	2	3	0	1	0	0	3	1	1	2	2
Arfrp1_9_e1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arfrp1_9_e2	0	0	2	1	1	0	0	0	0	1	0	0	0	0
Arfrp1_9_se	0	0	0	0	1	0	0	0	0	0	0	0	1	0
Arhgap12_3_e1	1	0	0	0	0	0	0	1	0	0	1	0	0	0
Arhgap12_3_e2	0	3	0	1	0	0	0	0	0	3	0	2	3	1
Arhgap12_3_se	2	0	4	0	1	0	2	2	2	0	1	0	0	0
Arhgap12_4_e1	3	0	0	0	0	0	0	2	0	0	0	0	0	0
Arhgap12_4_e2	1	0	0	0	0	0	0	1	0	0	0	0	0	0
Arhgap12_4_se	2	0	2	1	1	2	1	1	1	0	0	0	0	0
Arhgap12_5_e1	2	0	0	0	1	0	0	1	0	0	0	0	0	0
Arhgap12_5_e2	1	0	0	1	0	0	0	0	0	0	0	0	0	0
Arhgap12_5_se	3	0	1	0	0	1	0	2	2	0	2	0	1	0
Arhgap12_9_e1	1	0	0	0	0	0	0	1	0	0	1	0	0	0
Arhgap12_9_e2	0	3	0	1	0	0	0	0	0	3	0	2	3	1
Arhgap12_9_se	3	0	0	0	0	0	0	2	0	0	0	0	0	0
Arhgap1_5_e1	0	1	0	1	1	0	1	0	1	1	1	0	2	0
Arhgap1_5_e2	0	1	0	0	2	0	0	0	1	1	0	1	1	1
Arhgap1_5_se	0	0	0	1	2	1	1	0	1	0	1	1	1	0
Arhgap33_1_e1	0	2	1	1	1	0	0	0	1	2	0	1	3	3
Arhgap33_1_e2	0	4	0	1	1	0	0	0	0	2	1	2	3	3
Arhgap33_1_se	0	1	0	3	2	1	1	0	1	2	1	1	1	0
Arhgap33_4_e1	0	2	1	1	1	0	0	0	1	2	0	1	3	3
Arhgap33_4_e2	0	4	0	1	1	0	0	0	0	2	1	2	3	3
Arhgap33_4_se	0	1	0	2	2	1	1	0	1	2	1	1	1	0
Arhgap44_3_e1	0	0	0	0	1	0	0	0	1	1	0	1	2	0
Arhgap44_3_e2	0	1	0	0	0	0	0	0	0	1	0	0	1	0
Arhgap44_3_se	0	0	0	0	1	0	0	0	1	0	0	0	1	0
Arhgef10l_nmdSE_2_e1	0	1	0	0	0	0	0	0	2	2	0	2	3	0
Arhgef10l_nmdSE_2_e2	0	1	0	0	1	0	0	0	0	2	1	1	2	1
Arhgef10l_nmdSE_2_se	0	2	1	1	3	1	1	0	1	3	0	2	3	2
Arhgef15_2_e1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Arhgef15_2_e2	0	0	1	0	1	1	1	0	1	1	0	0	1	1
Arhgef15_2_se	1	1	0	1	2	0	1	1	1	1	1	1	1	1
Arhgef40_3_e1	0	0	0	0	0	0	1	0	0	1	0	1	1	0
Arhgef40_3_e2	0	2	1	0	2	0	0	0	1	2	0	1	2	1
Arhgef40_3_se	0	3	1	1	1	0	0	0	0	3	0	2	3	3
Arhgef40_6_e1	0	1	0	0	0	0	0	0	0	1	0	1	1	1
Arhgef40_6_e2	0	1	1	0	1	0	0	0	0	1	0	0	1	1
Arhgef40_6_se	0	1	0	0	1	0	0	0	1	0	0	0	1	0
Arhgef40_7_e1	0	0	0	1	2	0	1	0	0	1	0	0	1	0
Arhgef40_7_e2	0	2	1	0	2	0	0	0	1	2	0	1	2	1
Arhgef40_7_se	0	0	0	0	2	1	2	1	2	1	1	1	1	0
Arhgef7_4_e1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arhgef7_4_e2	1	0	0	0	0	1	1	1	1	0	0	0	0	0
Arhgef7_4_se	0	1	1	1	0	0	0	0	0	1	0	0	1	1
Arhgef9_2_e1	1	0	1	1	2	1	2	1	1	0	2	0	0	0
Arhgef9_2_e2	0	1	0	1	2	1	1	0	2	1	1	0	0	0
Arhgef9_2_se	1	0	0	0	1	2	1	1	2	0	1	0	0	0
Armc8_4_e1	0	0	0	0	1	0	0	1	1	0	0	0	0	0
Armc8_4_e2	0	2	0	0	0	0	0	0	0	2	0	3	2	2
Armc8_4_se	1	0	0	0	1	0	0	1	1	0	0	0	0	0
Armc9_4_e1	0	0	0	0	1	0	0	0	1	0	0	0	0	0
Armc9_4_e2	1	0	0	0	1	0	0	1	0	1	1	1	1	0
Armc9_4_se	1	1	0	1	1	0	1	0	0	0	0	2	2	2
Armcx1_1_e1	0	0	0	0	0	0	0	0	1	0	0	0	1	0
Armcx1_1_e2	0	1	1	1	1	0	0	0	1	1	0	1	1	1
Armcx1_1_se	0	1	1	1	0	2	2	0	0	1	0	1	1	1
Armcx1_2_e1	0	0	0	0	0	0	0	0	1	0	0	0	1	0
Armcx1_2_e2	0	0	0	1	1	1	1	0	1	0	0	0	1	0
Armcx1_2_se	0	1	1	1	1	0	0	0	1	1	0	1	2	1
Armcx1_3_e1	0	0	0	0	0	0	0	0	1	0	0	0	1	0
Armcx1_3_e2	1	0	0	1	1	2	2	0	1	0	0	0	1	0
Armcx1_3_se	0	1	1	1	0	2	2	0	0	1	0	1	1	1
Armcx1_4_e1	0	1	0	0	0	0	0	0	0	1	0	1	1	1
Armcx1_4_e2	0	0	0	1	1	1	1	0	1	0	0	0	1	0
Armcx1_4_se	0	1	1	1	1	0	0	0	1	1	0	1	2	1
Armcx1_5_e1	0	0	0	0	0	0	0	0	1	0	0	0	1	0
Armcx1_5_e2	0	0	0	1	1	1	1	0	1	0	0	0	1	0
Armcx1_5_se	0	2	2	2	2	3	3	1	1	3	2	2	4	2
Armcx1_6_e1	0	0	0	0	0	0	0	0	1	0	0	0	1	0
Armcx1_6_e2	0	0	0	1	1	1	1	0	1	0	0	0	1	0
Armcx1_6_se	0	1	1	1	2	1	1	1	1	2	2	1	3	1
Armcx2_1_e1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Armcx2_1_e2	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Armcx2_1_se	1	1	1	0	1	0	0	2	1	1	1	0	1	1
Arrdc3_1_e1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Arrdc3_1_e2	1	0	0	0	1	0	0	1	1	1	0	0	0	0
Arrdc3_1_se	3	0	1	0	0	0	0	2	0	0	0	0	0	0
Arvcf_5_e1	0	1	0	2	2	0	1	0	0	1	1	1	2	1
Arvcf_5_e2	0	0	0	0	1	0	0	0	2	0	0	0	0	0
Arvcf_5_se	0	1	0	1	0	1	2	0	0	1	0	1	1	1
Asap1_4_e1	0	0	1	0	0	0	0	0	2	0	0	0	0	0
Asap1_4_e2	0	0	0	1	1	0	0	0	0	0	0	1	1	0
Asap1_4_se	0	0	0	1	1	1	1	0	1	0	2	0	1	0
Ascc1_2_e1	0	1	1	1	1	0	0	0	1	1	0	1	0	1
Ascc1_2_e2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ascc1_2_se	1	0	0	0	0	0	0	2	1	0	1	0	0	0
Asph_5_e1	1	0	1	0	2	0	0	2	1	0	1	0	0	0
Asph_5_e2	1	0	1	0	1	0	0	1	1	1	0	0	0	0
Asph_5_se	1	0	0	0	0	0	0	1	1	0	0	0	0	0
Aspscr1_9_e1	0	0	0	1	0	0	0	0	0	0	0	1	0	0
Aspscr1_9_e2	0	0	0	0	1	0	0	0	0	1	1	0	0	0
Aspscr1_9_se	0	2	1	0	0	0	0	0	0	1	0	0	2	0
Atat1_15_e1	0	1	0	0	0	0	0	0	1	1	0	0	0	0
Atat1_15_e2	0	0	1	0	0	0	0	0	2	0	0	0	0	0
Atat1_15_se	0	2	0	2	2	1	2	0	2	1	1	0	4	1
Atat1_4_e1	0	1	0	0	0	0	0	0	1	1	0	0	0	0
Atat1_4_e2	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Atat1_4_se	0	1	1	0	1	1	1	0	0	0	1	0	0	0
Atat1_nmdSE_1_e1	0	1	0	0	0	0	0	0	1	1	0	0	0	0
Atat1_nmdSE_1_e2	0	1	1	0	1	1	1	0	0	0	1	0	0	0
Atat1_nmdSE_1_se	0	2	0	2	2	1	2	0	2	1	1	0	4	1
Atf2_10_e1	1	0	0	0	0	0	0	1	1	0	0	0	0	0
Atf2_10_e2	1	0	0	0	0	0	0	1	0	1	0	0	0	0
Atf2_10_se	2	0	0	1	1	0	0	2	0	0	2	0	0	0
Atf2_8_e1	1	0	0	0	1	1	0	0	1	1	0	0	1	1
Atf2_8_e2	1	0	0	0	0	0	0	2	0	0	0	0	0	0
Atf2_8_se	2	0	2	0	0	0	0	1	0	0	0	0	0	0
Atg13_1_e1	0	1	0	1	1	0	0	0	1	1	1	0	1	0
Atg13_1_e2	0	1	1	0	2	1	1	0	0	1	1	1	2	0
Atg13_1_se	0	1	1	2	3	1	1	0	1	1	0	2	2	0
Atg13_4_e1	0	1	0	0	0	0	0	0	0	1	0	1	1	1
Atg13_4_e2	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Atg13_4_se	0	0	1	0	2	0	0	0	1	0	0	0	1	0
Atg13_5_e1	0	0	0	0	2	0	0	0	1	0	0	1	1	0
Atg13_5_e2	0	1	1	0	2	1	1	0	0	1	1	1	2	0
Atg13_5_se	2	1	0	0	4	1	0	1	2	1	1	0	1	0
Atg16l1_2_e1	0	0	0	0	1	0	0	0	1	1	0	0	0	1
Atg16l1_2_e2	0	1	1	0	0	0	0	0	0	1	0	0	1	0
Atg16l1_2_se	1	0	1	0	0	0	1	0	0	0	0	0	0	0
Atg16l1_4_e1	1	0	1	0	0	0	1	0	0	0	0	0	0	0
Atg16l1_4_e2	0	1	1	0	0	0	0	0	0	1	0	0	1	0
Atg16l1_4_se	0	0	2	0	1	1	1	0	0	0	0	0	0	0
Atg5_3_e1	1	0	2	1	1	1	1	0	1	0	0	0	0	0
Atg5_3_e2	0	0	1	0	0	1	0	0	0	0	0	0	0	0
Atg5_3_se	2	0	1	1	1	1	0	1	0	0	1	0	0	0
Atp11b_6_e1	3	0	0	0	0	1	1	2	1	0	1	0	0	0
Atp11b_6_e2	1	0	1	0	1	0	0	2	2	0	0	0	0	0
Atp11b_6_se	2	0	1	1	0	1	1	2	0	0	0	0	0	0
Atp11b_7_e1	1	0	1	1	1	1	1	1	1	0	0	0	0	0
Atp11b_7_e2	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Atp11b_7_se	0	0	1	0	3	1	0	0	1	2	0	0	1	0
Atp2c1_4_e1	1	0	0	0	0	1	0	1	2	0	0	0	0	0
Atp2c1_4_e2	1	0	0	0	1	0	0	1	2	0	1	0	1	0
Atp2c1_4_se	3	0	0	0	3	0	1	3	1	1	2	0	1	0
Atp5h_4_e1	0	0	0	0	1	0	0	0	1	0	0	0	1	0
Atp5h_4_e2	0	1	0	0	1	0	0	0	2	1	0	1	1	1
Atp5h_4_se	1	0	1	0	2	0	0	1	2	0	1	0	0	0
Atp5s_1_e1	0	2	0	1	0	0	0	0	1	2	1	2	3	3
Atp5s_1_e2	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Atp5s_1_se	1	0	0	0	0	2	2	1	0	0	0	0	0	0
Atp6v0a1_8_e1	0	1	0	1	1	0	0	0	2	2	0	0	2	1
Atp6v0a1_8_e2	0	1	0	1	2	0	0	0	0	2	0	0	1	1
Atp6v0a1_8_se	0	1	0	0	0	0	0	0	1	1	0	0	1	1
Atp6v1h_5_e1	2	0	0	0	0	1	1	1	1	0	0	0	0	0
Atp6v1h_5_e2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Atp6v1h_5_se	1	0	0	0	0	0	0	1	0	0	1	0	0	0
Atp8a1_3_e1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Atp8a1_3_e2	0	0	2	0	1	0	1	0	0	2	0	0	1	0
Atp8a1_3_se	1	0	0	0	1	0	0	0	4	0	1	0	1	0
Atp9b_7_e1	2	0	1	0	2	0	0	2	1	0	1	0	0	0
Atp9b_7_e2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Atp9b_7_se	3	0	0	0	0	0	0	1	1	0	0	0	0	0
Atpaf2_2_e1	0	0	0	1	1	0	1	0	0	0	0	0	0	0
Atpaf2_2_e2	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Atpaf2_2_se	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Atrx_10_e1	1	0	0	0	0	1	0	0	1	0	0	0	0	0
Atrx_10_e2	1	0	0	0	0	0	0	1	0	0	0	0	0	0
Atrx_10_se	2	0	2	0	0	0	0	1	0	0	0	0	0	0
Atrx_12_e1	1	0	2	0	1	0	0	1	0	0	0	0	0	0
Atrx_12_e2	0	1	0	0	1	0	0	0	0	1	0	2	2	2
Atrx_12_se	2	0	2	0	1	0	0	2	1	0	1	0	0	0
Atrx_13_e1	1	0	2	0	1	0	0	1	0	0	0	0	0	0
Atrx_13_e2	0	0	0	1	0	0	0	0	0	0	0	2	1	1
Atrx_13_se	2	0	1	0	1	1	1	2	1	0	0	1	0	0
Atrx_4_e1	1	0	2	0	1	0	0	1	0	0	0	0	0	0
Atrx_4_e2	1	0	1	0	1	1	1	0	1	0	0	0	0	0
Atrx_4_se	1	0	0	0	0	0	0	0	1	1	0	0	0	0
Atrx_7_e1	1	0	2	0	1	0	0	1	0	0	0	0	0	0
Atrx_7_e2	0	1	0	0	1	0	0	0	0	1	0	2	2	2
Atrx_7_se	2	0	1	0	1	1	1	2	1	0	0	1	0	0
Atrx_8_e1	1	0	0	0	0	1	0	0	1	0	0	0	0	0
Atrx_8_e2	1	0	0	0	0	0	0	1	0	0	0	0	0	0
Atrx_8_se	2	0	2	0	0	0	0	1	0	0	0	0	0	0
Atrx_9_e1	1	0	2	0	1	0	0	1	0	0	0	0	0	0
Atrx_9_e2	0	1	0	0	1	0	0	0	0	1	0	2	2	2
Atrx_9_se	2	0	1	0	1	1	1	2	1	0	0	1	0	0
Atxn2_10_e1	1	0	0	0	2	0	0	1	1	0	0	0	0	0
Atxn2_10_e2	1	0	1	1	1	0	0	0	1	2	0	1	1	0
Atxn2_10_se	1	2	3	4	2	0	0	1	0	1	0	2	1	1
Atxn2_5_e1	0	0	1	0	0	0	0	0	0	1	0	0	0	0
Atxn2_5_e2	0	2	1	0	1	1	0	0	0	2	0	0	1	0
Atxn2_5_se	1	0	0	0	1	0	0	0	0	1	0	0	0	0
Atxn2_7_e1	0	1	1	0	2	0	0	0	1	2	0	0	2	1
Atxn2_7_e2	0	1	0	0	2	0	0	0	0	1	0	0	1	0
Atxn2_7_se	0	2	1	0	1	0	0	0	2	3	0	2	2	2
Atxn7l1_2_e1	0	0	0	1	0	2	1	0	1	0	1	0	0	0
Atxn7l1_2_e2	0	2	1	0	1	0	0	0	1	2	0	2	2	1
Atxn7l1_2_se	0	2	1	0	3	1	0	2	1	3	1	1	3	3
Atxn7l1_5_e1	0	0	0	1	1	0	0	0	2	0	0	0	0	0
Atxn7l1_5_e2	0	0	0	0	1	0	0	0	0	0	0	1	1	0
Atxn7l1_5_se	2	0	1	0	0	0	0	1	2	2	0	0	0	0
Aup1_2_e1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aup1_2_e2	0	0	0	0	1	0	0	0	1	0	0	0	0	0
Aup1_2_se	0	1	0	2	2	2	2	0	1	0	2	0	0	0
Azin1_3_e1	1	0	0	0	2	0	0	2	1	0	0	0	0	0
Azin1_3_e2	0	0	1	0	0	0	0	0	2	0	0	0	0	0
Azin1_3_se	0	0	2	0	1	1	0	0	2	0	0	0	0	0
B4galt2_4_e1	0	2	0	0	2	0	0	0	1	2	0	2	2	2
B4galt2_4_e2	0	3	0	2	1	0	1	0	0	3	1	3	2	3
B4galt2_4_se	0	1	0	0	1	0	0	0	0	1	0	0	1	0
B4galt3_1_e1	0	1	0	2	1	1	1	0	1	1	1	2	3	2
B4galt3_1_e2	0	0	0	1	1	0	0	0	0	0	0	0	0	0
B4galt3_1_se	0	2	0	2	2	1	1	0	1	2	0	2	3	2
B9d1_1_e1	0	0	0	0	1	0	0	0	1	0	0	0	0	1
B9d1_1_e2	1	0	1	0	1	1	1	1	1	0	1	0	0	0
B9d1_1_se	0	0	0	0	0	0	0	0	2	0	0	0	0	0
B9d1_4_e1	0	0	0	0	1	0	0	0	1	0	0	0	0	1
B9d1_4_e2	1	0	1	0	1	1	1	1	1	0	1	0	0	0
B9d1_4_se	0	3	1	1	1	1	1	0	0	2	0	1	1	0
B9d1_5_e1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B9d1_5_e2	1	0	1	0	1	1	1	1	1	0	1	0	0	0
B9d1_5_se	0	3	1	1	1	1	1	0	0	2	0	1	1	0
BC004004_5_e1	0	2	0	1	0	0	0	0	0	2	1	2	2	1
BC004004_5_e2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
BC004004_5_se	0	3	0	1	1	1	1	0	0	2	0	1	1	0
Bag2_1_e1	0	0	0	1	2	0	0	0	0	1	0	0	0	0
Bag2_1_e2	0	1	0	1	0	0	0	0	0	1	1	2	2	2
Bag2_1_se	1	1	0	1	1	0	0	1	0	1	0	2	1	1
Bag6_2_e1	0	1	1	1	1	1	1	0	0	1	1	0	1	1
Bag6_2_e2	0	0	1	3	0	1	1	0	0	0	0	0	0	0
Bag6_2_se	0	1	0	1	0	2	2	0	1	1	1	0	2	1
Bag6_4_e1	0	1	0	1	0	1	0	0	1	0	0	0	1	0
Bag6_4_e2	0	2	0	0	1	0	0	0	0	2	0	2	2	1
Bag6_4_se	0	1	0	0	2	0	0	0	0	1	1	2	2	1
Bag6_7_e1	0	0	0	0	1	0	0	0	0	1	0	0	0	0
Bag6_7_e2	0	1	1	0	1	0	0	0	1	1	0	0	1	0
Bag6_7_se	0	2	0	1	0	0	0	0	0	3	0	2	3	2
Banp_2_e1	0	2	0	1	2	0	1	0	1	3	0	2	2	1
Banp_2_e2	0	0	0	1	1	0	0	0	1	0	0	0	0	0
Banp_2_se	0	1	1	1	2	0	0	0	0	1	0	0	1	1
Banp_3_e1	0	1	0	1	1	0	0	0	0	1	0	0	1	0
Banp_3_e2	0	1	0	0	0	0	0	0	0	1	0	0	0	0
Banp_3_se	0	1	2	1	0	1	1	0	0	0	0	0	2	0
Baz2b_4_e1	0	0	0	0	1	0	1	0	1	0	0	0	0	0
Baz2b_4_e2	3	0	0	0	0	0	0	1	1	0	0	0	0	0
Baz2b_4_se	0	0	0	0	2	0	0	1	1	0	1	0	0	0
Baz2b_5_e1	1	0	0	1	2	1	1	1	2	0	1	0	0	0
Baz2b_5_e2	0	1	0	1	1	0	0	0	0	1	0	1	2	1
Baz2b_5_se	1	0	1	0	1	0	0	0	2	0	0	0	0	0
Bcas3_5_e1	0	0	0	0	1	1	1	0	1	0	0	0	0	0
Bcas3_5_e2	1	0	0	0	1	0	0	0	0	0	0	0	0	0
Bcas3_5_se	1	0	0	1	0	0	1	0	0	1	0	0	0	0
Bclaf1_1_e1	1	0	2	0	2	1	0	0	4	0	1	0	0	0
Bclaf1_1_e2	0	0	0	1	1	1	1	0	2	0	0	0	0	0
Bclaf1_1_se	1	0	2	0	2	1	1	1	2	0	0	0	0	0
Bclaf1_nmdSE_1_e1	2	0	0	0	1	0	0	1	0	0	1	0	0	0
Bclaf1_nmdSE_1_e2	0	0	0	0	1	0	0	1	1	0	0	0	0	0
Bclaf1_nmdSE_1_se	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Bclaf1_nmdSE_2_e1	1	0	0	1	0	0	1	1	1	0	0	1	1	0
Bclaf1_nmdSE_2_e2	1	0	1	1	1	0	0	1	1	0	1	0	0	0
Bclaf1_nmdSE_2_se	2	0	0	0	1	0	0	2	1	0	0	0	0	0
Bcs1l_4_e1	0	0	0	0	1	0	1	0	2	0	0	0	1	0
Bcs1l_4_e2	0	0	1	1	0	0	0	0	0	0	0	0	0	0
Bcs1l_4_se	1	0	1	1	1	2	2	0	1	0	0	0	0	0
Bend5_3_e1	0	2	0	0	1	0	0	0	0	2	0	1	1	1
Bend5_3_e2	0	0	0	1	0	1	1	0	1	0	0	0	0	0
Bend5_3_se	0	1	2	0	2	0	0	1	1	0	0	0	0	0
Bin1_1_e1	0	1	0	0	1	0	0	0	0	1	0	1	1	0
Bin1_1_e2	0	0	0	2	1	0	1	0	0	2	0	1	2	1
Bin1_1_se	0	2	0	2	3	0	1	0	2	2	0	2	3	1
Bloc1s5_2_e1	0	1	0	0	2	0	0	0	2	0	0	1	0	0
Bloc1s5_2_e2	0	2	0	0	0	0	0	0	0	2	0	2	2	1
Bloc1s5_2_se	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Blvra_4_e1	0	1	1	0	1	0	0	0	1	0	0	0	1	0
Blvra_4_e2	0	0	0	0	1	0	0	0	1	0	0	0	0	0
Blvra_4_se	0	0	1	2	3	2	3	0	1	0	1	0	1	0
Bnip2_1_e1	0	0	1	0	1	0	0	0	1	0	0	0	1	0
Bnip2_1_e2	1	0	1	0	3	0	1	0	3	1	0	0	1	1
Bnip2_1_se	2	0	1	0	0	1	1	2	1	0	2	0	0	0
Bnip2_nmdSE_1_e1	1	0	1	0	1	2	1	0	1	0	0	0	0	0
Bnip2_nmdSE_1_e2	1	0	1	0	2	0	0	2	1	0	0	0	0	0
Bnip2_nmdSE_1_se	2	1	0	0	0	0	0	1	0	1	0	0	1	0
Borcs8_nmdSE_1_e1	0	2	1	0	2	0	0	0	1	2	0	1	2	1
Borcs8_nmdSE_1_e2	0	0	0	0	1	0	0	0	0	1	0	0	1	0
Borcs8_nmdSE_1_se	1	1	0	2	1	1	2	1	0	0	0	1	0	0
Bphl_1_e1	0	0	0	1	1	1	0	0	0	1	0	0	0	0
Bphl_1_e2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Bphl_1_se	0	0	2	0	2	0	1	0	1	0	1	0	0	0
Bpnt1_4_e1	0	1	0	0	0	0	0	0	0	2	0	2	2	1
Bpnt1_4_e2	0	1	0	0	0	0	0	0	0	1	0	0	1	0
Bpnt1_4_se	0	0	1	0	1	0	0	1	0	0	0	0	0	0
Bpnt1_5_e1	1	0	0	1	2	0	0	0	0	0	0	0	0	0
Bpnt1_5_e2	0	0	0	1	1	0	0	0	0	1	0	1	1	1
Bpnt1_5_se	0	1	0	1	1	0	1	0	1	0	0	1	3	2
Brd2_nmdSE_2_e1	1	0	1	0	0	0	0	1	0	0	1	0	0	0
Brd2_nmdSE_2_e2	0	1	0	0	2	0	0	0	0	2	0	0	1	0
Brd2_nmdSE_2_se	0	2	0	1	2	0	0	0	2	2	0	0	2	0
Brd3_3_e1	0	0	1	0	0	0	0	0	1	0	0	0	2	0
Brd3_3_e2	0	1	0	0	0	0	0	0	0	1	1	3	2	1
Brd3_3_se	0	1	0	1	1	0	0	0	1	1	0	2	1	1
Brd4_nmdSE_2_e1	1	0	1	0	1	0	0	1	1	0	0	0	0	0
Brd4_nmdSE_2_e2	0	2	0	1	0	0	0	0	0	2	0	1	2	2
Brd4_nmdSE_2_se	1	0	2	0	4	1	1	1	2	0	1	0	0	0
Brd7_3_e1	2	0	0	0	0	0	0	1	0	0	0	0	0	0
