	bin	L_score	pvals	qvals	norm_pvals	norm_qvals
Acbd5_5	mean_1_var_1	0.023784193779299922	0.000999000999000999	0.0011364297078582792	3.5171706939028996e-05	
Add1_7	mean_1_var_1	0.0067649879176306755	0.000999000999000999	0.0011364297078582792	0.0243161533545363	
Add1_9	mean_1_var_1	0.004685175759574914	0.000999000999000999	0.0011364297078582792	0.042084926971589984	
Arpc5l_nmdSE_1	mean_1_var_1	0.020969077005044	0.000999000999000999	0.0011364297078582792	0.00013434428179245498	
Cnep1r1_1	mean_1_var_1	0.028358769338895865	0.000999000999000999	0.0011364297078582792	3.1869442853517266e-06	
Eml1_4	mean_1_var_1	0.008950248525530767	0.000999000999000999	0.0011364297078582792	0.01290605940246914	
Epn2_16	mean_1_var_1	0.0038459870045062564	0.03796203796203796	0.04010731283458556	0.05174045584063745	
Eri3_1	mean_1_var_1	0.04721407249659392	0.000999000999000999	0.0011364297078582792	8.307857418170044e-12	
Mrps17_1	mean_1_var_1	0.02572736932492478	0.000999000999000999	0.0011364297078582792	1.3120573595667618e-05	
Mrps17_2	mean_1_var_1	0.02299917547992008	0.000999000999000999	0.0011364297078582792	5.164783446551479e-05	
Mrps17_3	mean_1_var_1	0.02595730443768813	0.000999000999000999	0.0011364297078582792	1.1637041509073272e-05	
Mrps17_4	mean_1_var_1	0.028363609221753676	0.000999000999000999	0.0011364297078582792	3.1783903998158472e-06	
Mrps17_5	mean_1_var_1	0.027604765601435217	0.000999000999000999	0.0011364297078582792	4.825726376690876e-06	
Pcyox1_2	mean_1_var_1	0.033555372325040904	0.000999000999000999	0.0011364297078582792	1.4854752820276907e-07	
Pex2_3	mean_1_var_1	0.018193118338739423	0.000999000999000999	0.0011364297078582792	0.00045494930283893845	
Rap1a_1	mean_1_var_1	0.033704207529881416	0.000999000999000999	0.0011364297078582792	1.3533698731074578e-07	
Smarce1_10	mean_1_var_1	0.09103302950230843	0.000999000999000999	0.0011364297078582792	6.595714998559012e-33	
Smarce1_5	mean_1_var_1	0.03158948056713176	0.000999000999000999	0.0011364297078582792	4.943441145656793e-07	
Smarce1_6	mean_1_var_1	0.07631713839545257	0.000999000999000999	0.0011364297078582792	1.5148133012989381e-24	
Srp19_1	mean_1_var_1	0.015429280612800963	0.000999000999000999	0.0011364297078582792	0.0013872816520673521	
Srp19_4	mean_1_var_1	0.00899004593339288	0.000999000999000999	0.0011364297078582792	0.01275103516379784	
Srp9_1	mean_1_var_1	0.042841485390411466	0.000999000999000999	0.0011364297078582792	2.5121604077733877e-10	
Thra_4	mean_1_var_1	0.042316998101969455	0.000999000999000999	0.0011364297078582792	3.7160217763369366e-10	
Tpd52_3	mean_1_var_1	0.313091030533089	0.000999000999000999	0.0011364297078582792	0.0	
Tppp_1	mean_1_var_1	0.016648271641069346	0.000999000999000999	0.0011364297078582792	0.0008588128037507335	
Ube2v1_4	mean_1_var_1	0.04193137650652616	0.000999000999000999	0.0011364297078582792	4.943781014455518e-10	
Unc5b_1	mean_1_var_1	0.2531877937609712	0.000999000999000999	0.0011364297078582792	5.320829760527487e-211	
Add1_6	mean_1_var_2	0.06059081303800584	0.000999000999000999	0.0011364297078582792	6.510300428662122e-10	
Anapc16_4	mean_1_var_2	0.0652191847279374	0.000999000999000999	0.0011364297078582792	6.157427141653752e-11	
Clcn3_1	mean_1_var_2	0.08073594762234086	0.000999000999000999	0.0011364297078582792	8.600145196811412e-15	
Clcn3_3	mean_1_var_2	0.08109653683044392	0.000999000999000999	0.0011364297078582792	6.8736538320198035e-15	
Cops4_5	mean_1_var_2	0.06759362645028713	0.000999000999000999	0.0011364297078582792	1.744215061340618e-11	
Cuta_1	mean_1_var_2	0.07426474745349232	0.000999000999000999	0.0011364297078582792	4.180217170066314e-13	
Dctn1_4	mean_1_var_2	0.4134244404046566	0.000999000999000999	0.0011364297078582792	9.270053584412407e-256	
Dda1_9	mean_1_var_2	0.08380387382130487	0.000999000999000999	0.0011364297078582792	1.2452862139515872e-15	
Dync1i2_2	mean_1_var_2	0.40322957693229133	0.000999000999000999	0.0011364297078582792	7.2720106894182e-244	
Epn2_14	mean_1_var_2	0.02481646354661913	0.000999000999000999	0.0011364297078582792	0.0006392834924210799	
Epn2_5	mean_1_var_2	0.0610907912518234	0.000999000999000999	0.0011364297078582792	5.078497431237865e-10	
Faim_2	mean_1_var_2	0.3054788527800202	0.000999000999000999	0.0011364297078582792	2.627137348124727e-144	
Fam168a_7	mean_1_var_2	0.25458146062924325	0.000999000999000999	0.0011364297078582792	7.447040379976985e-103	
Fam49b_4	mean_1_var_2	0.02411395913899932	0.000999000999000999	0.0011364297078582792	0.0007758075122786292	
Gps1_nmdSE_1	mean_1_var_2	0.022835704444122414	0.000999000999000999	0.0011364297078582792	0.001095108509201129	
Kif1b_4	mean_1_var_2	0.5691545314702285	0.000999000999000999	0.0011364297078582792	0.0	
Klc1_1	mean_1_var_2	0.08356516151234401	0.000999000999000999	0.0011364297078582792	1.4503870665817965e-15	
Kmt5a_2	mean_1_var_2	0.021538975370913246	0.000999000999000999	0.0011364297078582792	0.0015383278230506833	
Kras_3	mean_1_var_2	0.07548465272618106	0.000999000999000999	0.0011364297078582792	2.0506643895025425e-13	
Mcee_2	mean_1_var_2	0.032340275803360165	0.000999000999000999	0.0011364297078582792	6.689333703699934e-05	
Mpv17_6	mean_1_var_2	0.17354624613391972	0.000999000999000999	0.0011364297078582792	1.6133902283973185e-51	
Mtmr2_4	mean_1_var_2	0.04851305924699977	0.000999000999000999	0.0011364297078582792	1.6437431129912024e-07	
Nfasc_8	mean_1_var_2	0.4809977541444629	0.000999000999000999	0.0011364297078582792	0.0	
Nptn_1	mean_1_var_2	0.36220833296895694	0.000999000999000999	0.0011364297078582792	6.86498729557112e-199	
Pdxdc1_6	mean_1_var_2	-0.01322205530646748	0.39760239760239763	0.40039585707033015	0.4230082801612988	
Pex2_4	mean_1_var_2	0.07764854207037866	0.000999000999000999	0.0011364297078582792	5.6669721381042763e-14	
Rbm39_nmdSE_3	mean_1_var_2	0.05785169766240148	0.000999000999000999	0.0011364297078582792	2.4696531113914436e-09	
Rnf114_1	mean_1_var_2	0.2626852248849819	0.000999000999000999	0.0011364297078582792	5.595608097023421e-109	
Setd3_3	mean_1_var_2	0.003782292875151156	0.04595404595404595	0.04831354464606298	0.060912499904491206	
Slc12a2_1	mean_1_var_2	0.04256868940187838	0.000999000999000999	0.0011364297078582792	1.8002139358873633e-06	
Snf8_3	mean_1_var_2	0.03562988497019207	0.000999000999000999	0.0011364297078582792	2.2409590515689436e-05	
Sorbs3_1	mean_1_var_2	0.04768632968483675	0.000999000999000999	0.0011364297078582792	2.322870451403036e-07	
Srsf9_nmdSE_1	mean_1_var_2	0.2543415697438456	0.000999000999000999	0.0011364297078582792	1.1233810923552657e-102	
Surf1_nmdSE_1	mean_1_var_2	0.036911380256142635	0.000999000999000999	0.0011364297078582792	1.4379140931975912e-05	
Tpd52_4	mean_1_var_2	0.3284956168654555	0.000999000999000999	0.0011364297078582792	2.18260639510599e-165	
