	bin	L_score	pvals	qvals	norm_pvals	norm_qvals
Hnrnph2_2	mean_1_var_5	0.1716955328267891	0.000999000999000999	0.0011364297078582792	3.677544669042679e-63	
Hnrnpr_1	mean_1_var_5	0.11111494283157039	0.000999000999000999	0.0011364297078582792	4.400087319979209e-30	
Hnrnpr_4	mean_1_var_5	0.11239693896490685	0.000999000999000999	0.0011364297078582792	1.1853763405396166e-30	
Mgrn1_2	mean_1_var_5	0.45277366092663024	0.000999000999000999	0.0011364297078582792	0.0	
Ncor1_13	mean_1_var_5	0.12289834271748337	0.000999000999000999	0.0011364297078582792	1.5703875537507218e-35	
Phldb1_2	mean_1_var_5	0.24471237011194194	0.000999000999000999	0.0011364297078582792	8.518647008855022e-120	
Prr13_1	mean_1_var_5	0.0709794339091656	0.000999000999000999	0.0011364297078582792	4.319174410103747e-15	
Rap1gds1_1	mean_1_var_5	0.1877931146007463	0.000999000999000999	0.0011364297078582792	4.527455191845939e-74	
Rnps1_6	mean_1_var_5	0.4339753688529247	0.000999000999000999	0.0011364297078582792	0.0	
Thrap3_13	mean_1_var_5	0.08495077328047648	0.000999000999000999	0.0011364297078582792	1.0973685474889465e-19	
Tra2b_nmdSE_1	mean_1_var_5	0.11346593181193189	0.000999000999000999	0.0011364297078582792	3.9317641041724665e-31	
Ubqln1_1	mean_1_var_5	0.07720752218719774	0.000999000999000999	0.0011364297078582792	4.667925662910576e-17	
Yaf2_1	mean_1_var_5	0.11316527907432147	0.000999000999000999	0.0011364297078582792	5.367557685811597e-31	
Zmynd11_7	mean_1_var_5	0.21319361669614473	0.000999000999000999	0.0011364297078582792	4.250015319195411e-93	
Aspscr1_9	mean_2_var_1	0.030310943763724212	0.000999000999000999	0.0011364297078582792	0.0004744194275316574	
BC004004_5	mean_2_var_1	0.01649755655841498	0.000999000999000999	0.0011364297078582792	0.013570254892282009	
Car14_1	mean_2_var_1	0.06819390631659361	0.000999000999000999	0.0011364297078582792	1.3912547742047003e-10	
Dbndd2_1	mean_2_var_1	0.029692020213291218	0.000999000999000999	0.0011364297078582792	0.0005646197578595646	
Desi1_1	mean_2_var_1	0.04659352977076762	0.000999000999000999	0.0011364297078582792	2.1437998947247967e-06	
Dnajb2_nmdSE_2	mean_2_var_1	0.05618304734492542	0.000999000999000999	0.0011364297078582792	4.2157148332368164e-08	
Eef1d_10	mean_2_var_1	0.04146666490303584	0.000999000999000999	0.0011364297078582792	1.3933643779990975e-05	
